uid;id_ariane;nom;num;numvoie;voie;codepost;commune;code_insee;reglement;surf_tot_m2;gestion;ann_ouvert;clos;openinghoursspecification;precision_horaires;acces;circulation;label;type_equip;eau;toilettes;chien;esp_can;photo;gid;openinghours;last_update_fme;horaires
PAR-69256-022;S8096;Place Roger Laurent;22;;Place Roger Laurent;69120;Vaulx-en-Velin;69256;Non;2090,0;Ville;;Oui;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Pique-nique, Jeux de boules;Non;Oui;Non autorisés;Non;nr;39;"[]";2024-08-21 09:23:55.782892+02:00;24/7 open
PAR-69389-09346;S8287;Jardin Philomène Rosan;9346;30;Rue Felix Manginy;69009;Lyon;69389;oui;853,47;Commune;2019;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;157;"[]";;
PAR-69382-52023;S8413;Jardin place Carnot;52023;1;Place Carnot;69002;Lyon;69382;oui;26500,22;Commune;;oui;;;Piéton/Vélo;;non;Aire de jeux-Fontaine;oui;oui;Oui;Oui;0;160;"[]";;
PAR-69385-05348;S8151;Jardin Elise Rivet;5348;40;Rue des Noyers;69005;Lyon;69385;oui;6034,41;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;135;"[]";;
PAR-69385-55227;S8190;Jardin Francine Chollet;55227;5;Rue Cardinal Gerlier;69005;Lyon;69385;oui;837,96;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;136;"[]";;
PAR-69381-51045;S8188;Jardin Francis Deswarte;51045;1;Place Bellevue;69001;Lyon;69381;oui;3577,47;Commune;;non;;;Piéton/Vélo;;non;;non;non;Oui;Oui;0;137;"[]";;
PAR-69385-55060;S8265;Jardin place César Geoffray;55060;1;Place César Geoffray;69005;Lyon;69385;oui;5673,76;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux;oui;oui;Oui;Non;0;162;"[]";;
PAR-69386-56023;S8273;Jardin Place de l'Europe;56023;1;Place de l'Europe;69006;Lyon;69386;oui;5564,2;Commune;;non;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;163;"[]";;
PAR-69143-006;;Jardin partagé Villeroy;6;;Place Villeroy;69250;Neuville-sur-Saône;69143;Oui;7,0;Association;;non;;;;;Villes et villages fleuris 1 fleur;;Oui;Non;;;;469;"[]";2023-05-15 10:16:05.077784+02:00;
PAR-69143-007;;Jardin partagé Curie;7;;Rue Curie;69250;Neuville-sur-Saône;69143;Oui;22,0;Association;;non;;;;;Villes et villages fleuris 1 fleur;;Non;Non;;;;470;"[]";2023-05-15 10:16:05.078076+02:00;
PAR-69143-008;;Vallon des Torrières;8;;;69250;Neuville-sur-Saône;69143;Oui;2420000,0;Commune;;non;;;;Piéton, Vélo;Espace naturel sensible;Parcours balisé;Non;Non;Tenu en laisse;;;471;"[]";2023-05-15 10:16:05.078330+02:00;
PAR-69143-001;;Parc d'ombreval;1;;Place de Verdun;69250;Neuville-sur-Saône;69143;Oui;16150,0;Commune;;non;;;;Piéton;Villes et villages fleuris 1 fleur;Aire de jeux;Oui;Oui;Tenu en laisse;Liberté;;464;"[]";2023-05-15 10:16:04.571473+02:00;
PAR-69143-002;;City Stade du chemin de halage;2;;Route de Lyon;69250;Neuville-sur-Saône;69143;Non;5000,0;Commune;;non;;;;Piéton, Vélo;Villes et villages fleuris 1 fleur;City Stade;Non;Non;;;;465;"[]";2023-05-15 10:16:05.076403+02:00;
PAR-69143-003;;Parc de l' aventuriere;3;;Rue de Prandière;69250;Neuville-sur-Saône;69143;Non;4600,0;Commune;;non;;;;Piéton, Vélo;Villes et villages fleuris 1 fleur;City Stade;Non;Non;;;;466;"[]";2023-05-15 10:16:05.076720+02:00;
PAR-69143-004;;Jardin partagé de la Source;4;;Rue de Prandière;69250;Neuville-sur-Saône;69143;Oui;1430,0;Association;;Oui;;;;;Villes et villages fleuris 1 fleur;;Non;Non;;;;467;"[]";2023-05-15 10:16:05.076994+02:00;
PAR-69143-005;;Jardin partagé Bertrand Vergnais;5;8;Rue Jacques;69250;Neuville-sur-Saône;69143;Oui;1140,0;Association;2021;Oui;;;;;Villes et villages fleuris 1 fleur;;Oui;Non;;;;468;"[]";2023-05-15 10:16:05.077258+02:00;
PAR-69389-09093;S8278;Square Sédaillan;9093;24;Quai Paul Sédaillan;69009;Lyon;69389;oui;1355,73;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;358;"[]";;
PAR-69383-03133;S8344;Parc Chambovet;3133;2;Rue Chambovet;69003;Lyon;69383;oui;48256,87;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;oui;Aire de jeux;oui;oui;Oui;Oui;0;189;"[]";;
PAR-69389-09313;S8168;Parc des Hautes Feuilles;9313;25;Rue de Montribloud;69009;Lyon;69389;oui;8781,23;Commune;2006;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Oui;0;206;"[]";;
PAR-69386-56002;S8237;Parc du Brétillod;56002;1;Quai Charles De Gaulle;69006;Lyon;69386;oui;80660,22;Commune;;non;;;Piéton/Vélo;;oui;;non;non;Oui;Non;0;208;"[]";;
PAR-69382-52028;S8415;Square place des Célestins;52028;1;Place des Célestins;69002;Lyon;69382;oui;2683,72;Commune;;oui;;;Piéton;;non;Fontaine;non;oui;Non;Non;0;329;"[]";;
PAR-69389-09345;S8205;Jardin des Trembles;9345;1;Rue Felix Manginy;69009;Lyon;69389;oui;5111,75;Commune;2018;oui;;;Piéton/Vélo;;non;Aire de jeux;oui;non;Non;Non;0;116;"[]";;
PAR-69389-09120;S8148;Parc de la Chapelle;9120;18;Rue de la Chapelle;69009;Lyon;69389;oui;12601,99;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Oui;Non;0;197;"[]";;
PAR-69386-06016;S8184;Parc de la Tête d'Or;6016;1;Place Général Leclerc;69006;Lyon;69386;oui;1028780,83;Commune;;oui;"[{'opens': '6:30', 'closes': '22:30', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton/Vélo;;oui;Aire de jeux-Fontaine-Zoo-Botanique-Espace ludique;oui;oui;Oui;Oui;0;201;"[]";;
PAR-69387-07104;S8295;Parc des Berges Nord;7104;1;Av Leclerc;69007;Lyon;69387;oui;29593,75;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;204;"[]";;
PAR-69256-018;;Chemin de halage;18;;Chemin de Halage;69120;Vaulx-en-Velin;69256;Non;153379,0;Privée;;Non;;;Motorisé;Piéton;Non;;Non;Non;Non autorisés;Non;;475;"[]";2024-08-21 09:23:55.781601+02:00;24/7 open
PAR-69383-03035;S8335;Parc professeur Paul Sisley;3035;8;Rue prof. Paul Sisley;69003;Lyon;69383;oui;9982,59;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;217;"[]";;
PAR-69381-01040;S8253;Parc Sutter;1040;10;Rue de Vauzelles;69001;Lyon;69381;oui;4930,55;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;219;"[]";;
PAR-69382-52201;S8434;Place Béatrice Artz;52201;52;Rue Hrant Dink;69002;Lyon;69382;oui;2730,21;Commune;;non;;;Piéton;;oui;;non;non;Oui;Non;0;221;"[]";;
PAR-69388-08305;S8436;Promenade Juliette Guillot;8305;1;Promenade Juliette Guillot;69008;Lyon;69388;oui;2998,96;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;224;"[]";;
PAR-69381-51213;S8231;Rives de Saône 1er;51213;1;Quai St Vincent;69001;Lyon;69381;oui;12317,56;Commune;;non;;;Piéton/Vélo;;non;;oui;oui;Oui;Non;0;225;"[]";;
PAR-69388-08252;S8400;Square Beno¯t Bernard;8252;3;Rue Benoit Bernard;69008;Lyon;69388;oui;1090,43;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;232;"[]";;
PAR-69388-08048;S8175;Square Picod;8048;39;Rue Paul Cazeneuve;69008;Lyon;69388;oui;2471,67;Commune;;non;;;Piéton/Vélo;;non;;non;non;Oui;Non;0;315;"[]";;
PAR-69382-52022;S8441;Square Place Bellecour;52022;1;Place Bellecour;69002;Lyon;69382;oui;7250,0;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Fontaine;oui;oui;Oui;Non;0;318;"[]";;
PAR-69388-58070;S8427;Square Berchet;58070;75;Rue Berchet;69008;Lyon;69388;oui;2193,94;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;233;"[]";;
PAR-69384-04049;S8180;Square Bouvier;4049;44;Rue Deleuvre;69004;Lyon;69384;oui;1913,54;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;234;"[]";;
PAR-69388-08063;S8435;Square Calmette;8063;204;Rue professeur Calmette;69008;Lyon;69388;oui;498,05;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;235;"[]";;
PAR-69385-05114;S8221;Square Charcot;5114;130;Rue Commandant Charcot;69005;Lyon;69385;oui;2485,57;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;237;"[]";;
PAR-69388-58012;S8409;Square de la Santé;58012;15;Bd Jean XXIII;69008;Lyon;69388;oui;789,32;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;249;"[]";;
PAR-69388-08289;S8406;Square des Amériques;8289;80;Bd des Etats Unis;69008;Lyon;69388;oui;995,98;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;261;"[]";;
PAR-69387-07115;S8296;Square du Béguin;7115;18;Rue du Béguin;69007;Lyon;69387;oui;3428,09;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;271;"[]";;
PAR-69387-07148;S8299;Square du Commandant Ayasse;7148;9;Rue Commandant Ayasse;69007;Lyon;69387;oui;635,1;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;274;"[]";;
PAR-69387-57186;S8145;Square du professeur Galtier;57186;85;Square du Professeur Galtier;69007;Lyon;69387;oui;3190,19;Commune;;oui;;;Piéton/Vélo;;non;;non;non;Oui;Non;0;275;"[]";;
PAR-69385-05177;S8256;Square Dupond-Ebrard;5177;28;Rue des Aqueducs;69005;Lyon;69385;oui;1410,73;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;281;"[]";;
PAR-69388-58222;S8433;Square Julie Daubié;58222;25;Place Julie Daubié;69008;Lyon;69388;oui;2287,46;Commune;;non;;;Piéton;;non;;oui;non;Oui;Non;0;300;"[]";;
PAR-69386-06097;S8269;Square Louis Blanc;6097;16;Rue Louis Blanc;69006;Lyon;69386;oui;673,15;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Non;Non;0;303;"[]";;
PAR-69384-04063;S8232;Square Ninon Vallin;4063;67;Rue Henri Gorjus;69004;Lyon;69384;oui;2458,21;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;312;"[]";;
PAR-69383-03139;S8345;Square NoÙl Aymard;3139;51;Cours Eugenie;69003;Lyon;69383;oui;1602,06;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Oui;Oui;0;313;"[]";;
PAR-69389-09146;S8159;Square Nérard;9146;17;Rue Néard;69009;Lyon;69389;oui;474,88;Commune;2011;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;314;"[]";;
PAR-69388-58191;S8417;Square Thomas Blanchet;58191;95;Rue Thomas Blanchet;69008;Lyon;69388;oui;1359,3;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;359;"[]";;
PAR-69388-08131;S8392;Square Varichon;8131;30;Av Paul Santy;69008;Lyon;69388;oui;4434,15;Commune;;oui;;;Piéton;;non;Aire de jeux-Fontaine;non;oui;Non;Non;0;360;"[]";;
PAR-69383-03364;S8356;Square Viala;3364;136;Av Lacassagne;69003;Lyon;69383;oui;1021,7;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;361;"[]";;
PAR-69383-03049;S8338;Square Voltaire;3049;77;Rue Chaponnay;69003;Lyon;69383;oui;660,07;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;362;"[]";;
PAR-69029-001;S8117;Parc du Fort de Bron;1;;Chemin Vieux;69500;Bron;69029;oui;85000,0;Commune;1983;non;;;;;non;Parcours santé | Aires de jeux;oui;non;Interdits-tenus en laisse ou libres;propreté-liberté;;1;"[]";;
PAR-69029-002;S8118;Parc du Grand Cèdre;2;;Impasse Callemard;69500;Bron;69029;oui;8300,0;Commune;;non;;;;;non;Jeux de boules;non;non;;non;;2;"[]";;
PAR-69191-002;S8459;Jardin de poche de la Chaux;2;;Angle rue la Chaux - Rue Jean-Baptiste Perret;69450;Saint-Cyr-au-Mont-d'Or;69191;;640,0;Commune;;non;;;motorisé;;non;;;non;;;;16;"[]";;
PAR-69256-019;S8097;Espace Noëlle Grégoire;19;8;Rue Général Charles Delestraint;69120;Vaulx-en-Velin;69256;Non;8271,0;Ville;2014;Non;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Pique-nique, City-stade, Ping-pong, Bancs;Non;Non;Non autorisés;Non;nr;37;"[]";2024-08-21 09:23:55.782074+02:00;24/7 open
PAR-69029-004;S8119;Parc des Essarts;4;;Rue des Essarts;69500;Bron;69029;oui;88200,0;Ville de Bron|Métropole de Lyon;1937;non;;;;;non;Aires de jeux | Terrain de football | Terrain de pétanque | Parcours sportif pour enfants (locomotive avec wagons);non;non;;non;;4;"[]";;
PAR-69029-005;S8120;Square Grimma;5;;Place du 11 novembre;69500;Bron;69029;oui;2100,0;Commune;;non;;;;;non;Aire de jeux;non;non;;non;;5;"[]";;
PAR-69029-006;S8121;Terrain d'aventures;6;;Angle Romain Rolland Pierre Brossolette;69500;Bron;69029;oui;3500,0;Commune;;non;;;;;non;Aire de jeux;oui;non;;non;;6;"[]";;
PAR-69029-007;S8122;Square Caravelle;7;;Rue Suzanne Melk;69500;Bron;69029;oui;3700,0;Commune;;non;;;;;non;Aire de jeux | Aires sportives | Terrain de pétanque;oui;non;;non;;7;"[]";;
PAR-69029-008;S8123;Jardin des Genêts;8;10;Rue Daligand;69500;Bron;69029;oui;1900,0;Commune;;non;;;;;non;Aire de jeux;oui;non;;non;;8;"[]";;
PAR-69191-001;S8458;Parc de la Mairie;1;13;Rue Jean et Catherine Reynier;69450;Saint-Cyr-au-Mont-d'Or;69191;oui;7000,0;Commune;;oui;;;motorisé;vélo enfant;non;;;non;;;;15;"[]";;
PAR-69194-001;S8065;Giverdy;1;8;Avenue Ampère;69370;Saint-Didier-au-Mont-d'Or;69194;oui;23000,0;Syndicat Mixte Plaines des Monts d'Or;2009;non;;;motorisé;vélo enfant|adulte;non;parcours santé|parcours d'orientation;non;oui;oui;non;;17;"[]";;
PAR-69194-002;S8076;Jardin de la Goye;2;1;Allée du 19 mars;69370;Saint-Didier-au-Mont-d'Or;69194;oui;615,0;Commune;2019;non;;;motorisé;vélo enfant;non;potager urbain|city stade|aire de jeux;oui;non;non;non;;18;"[]";;
PAR-69283-001;S8152;Parc Charles Perrault;1;1;rue d'Italie;69780;Mions;69283;non;4320,0;Commune;;non;;;motorisé, piéton;Piétons, vélos;;;;non;Tenus en laisse;;;54;"[]";;
PAR-69283-002;S8153;Parc Nelson Mandela;2;1;rue Mangetemps;69780;Mions;69283;oui;2619,0;Commune;;non;;;motorisé, piéton;Piétons, vélos;;Aires de jeux;;non;Tenus en laisse;;;55;"[]";;
PAR-69283-003;S8154;Parc Marcel Moiroud;3;1;route de Toussieu;69780;Mions;69283;oui;;Commune;;non;;;motorisé, piéton;Piétons, vélos;;Parcours de santé;;non;Tenus en laisse;;;56;"[]";;
PAR-69283-004;S8155;Parc Théodore Monod;4;3;avenue Charles de Gaulle;69780;Mions;69283;oui;7575,0;Commune;;non;;;motorisé, piéton;Piétons, vélos;;;;non;Tenus en laisse;;;57;"[]";;
PAR-69283-005;S8156;Square Agnès Neyret;5;1;avenue Jean Jaurès;69780;Mions;69283;oui;1145,0;Commune;;non;;;motorisé, piéton;Piétons, vélos;;Aires de jeux;;non;Tenus en laisse;;;58;"[]";;
PAR-69383-03130;S8343;Jardin d'Essling;3130;23;Rue d'Essling;69003;Lyon;69383;oui;355,59;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;118;"[]";;
PAR-69283-006;S8157;Square Horni Pocernice;6;1;rue de la République;69780;Mions;69283;oui;1774,0;Commune;;non;;;motorisé, piéton;Piétons, vélos;;Aires de jeux;;non;Tenus en laisse;;;59;"[]";;
PAR-69283-007;S8158;Square Imbert Colomès;7;;;69780;Mions;69283;oui;;Commune;;non;;;motorisé, piéton;Piétons, vélos;;;;non;Tenus en laisse;;;60;"[]";;
PAR-69382-02246;S8410;Jardin Aquatique Jean Couty;2246;1;Quai Rambaud;69002;Lyon;69382;oui;11888,11;Commune;;non;;;Piéton/Vélo;;oui;Fontaine;oui;non;Oui;Non;0;77;"[]";;
PAR-69381-01215;S8141;Jardin aux Simples;1215;40;Rue de Crimée;69001;Lyon;69381;oui;1300,17;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;79;"[]";;
PAR-69388-08263;S8403;Jardin Bargoin;8263;137;Rue Bataille;69008;Lyon;69388;oui;1507,02;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;80;"[]";;
PAR-69389-09126;S8282;Jardin de l 'Ile Barbe;9126;1;Place Notre Dame;69009;Lyon;69389;oui;11392,11;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Espace Ludique;oui;oui;Oui;Non;0;93;"[]";;
PAR-69385-05125;S8229;Jardin de la Basoche;5125;4;Rue de la Bombarde;69005;Lyon;69385;oui;530,91;Commune;;oui;;;Piéton;;non;Fontaine;non;non;Non;Non;0;94;"[]";;
PAR-69381-01156;S8140;Jardin de la Butte;1156;20;Montée de la Butte;69001;Lyon;69381;oui;1349,58;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;95;"[]";;
PAR-69386-56129;S8215;Berge du Rhône 6e;56129;15;Berge du Rhône 6e;69006;Lyon;69386;oui;32435,53;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Espace Ludique;oui;non;Oui;Non;0;70;"[]";;
PAR-69381-51080;S8142;Jardin Bodin Magneval;51080;13;Rue Bodin;69001;Lyon;69381;oui;2665,35;Commune;;non;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;81;"[]";;
PAR-69385-05134;S8238;Jardin Bâtonnier Valensio;5134;1;Place Bâtonnier Valensio;69005;Lyon;69385;oui;3639,57;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;oui;Oui;Oui;0;82;"[]";;
PAR-69386-06073;S8227;Jardin Cardinal Villot;6073;1;Place Cardinal Jean Villot;69006;Lyon;69386;oui;2094,41;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;84;"[]";;
PAR-69387-57233;S8199;Berges du Rhône 7e;57233;1;Berge du Rhône 7e;69007;Lyon;69387;oui;47796,09;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Fontaine-Espace ludique;oui;non;Oui;Non;0;71;"[]";;
PAR-69383-03358;S8355;Jardin Château sans souci;3358;3;Rue des Cadets de la France Libre;69003;Lyon;69383;oui;1904,21;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;85;"[]";;
PAR-69386-06087;S8235;Jardin Cite Internationale;6087;80;Quai Charles de Gaulle;69006;Lyon;69386;oui;149459,86;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;86;"[]";;
PAR-69384-04191;S8185;Jardin clos Carret;4191;38;Rue de Cuire;69004;Lyon;69384;oui;3799,34;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux-Fontaine;oui;non;Non;Non;0;87;"[]";;
PAR-69381-01282;S8134;Jardin Clos Saint Benoit;1282;3;Rue Saint Benoit;69001;Lyon;69381;oui;1336,05;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;88;"[]";;
PAR-69386-06055;S8223;Jardin d'Inkermann;6055;85;Rue d'Inkermann;69006;Lyon;69386;oui;698,22;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Non;Non;0;119;"[]";;
PAR-69381-51002;S8203;Esplanade du Gros Caillou;51002;180;Bd de la Croix Rousse;69001;Lyon;69381;oui;12872,66;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux;oui;oui;Oui;Non;0;73;"[]";;
PAR-69383-03390;S8358;Esplanade Nelson Mandela;3390;128;Av Félix Faure;69003;Lyon;69383;oui;27706,61;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Fontaine;oui;oui;Oui;Oui;0;74;"[]";;
PAR-69383-03425;S8332;Jardin Abbé Boisard;3425;133;Cours Gambetta;69003;Lyon;69383;oui;1707,83;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;75;"[]";;
PAR-69385-05110;S8220;Jardin André Malraux;5110;1;Place des Minimes;69005;Lyon;69385;oui;3334,82;Commune;;oui;;;Piéton;;non;Fontaine;oui;non;Oui;Non;0;76;"[]";;
PAR-69382-52050;S8430;Jardin Confluence;52050;100;Quai Perrache;69002;Lyon;69382;oui;40508,07;Métropole;;non;;;Piéton/Vélo;;non;;oui;non;Oui;Non;0;90;"[]";;
PAR-69381-01124;S8131;Jardin Croix Paquet;1124;1;Place Croix Paquet;69001;Lyon;69381;oui;7780,32;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux;oui;oui;Oui;Non;0;91;"[]";;
PAR-69381-01084;S8139;Jardin Dalle Rozier;1084;4;Rue Rozier;69001;Lyon;69381;oui;532,74;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;non;non;Non;Non;0;92;"[]";;
PAR-69388-08099;S8389;Jardin du Combattant d'Indochine;8099;61;Bd Ambroise Paré;69008;Lyon;69388;oui;4985,28;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;125;"[]";;
PAR-69389-09290;S8164;Jardin de la Créssonnière;9290;48;Av Sidoine Apollinaire;69009;Lyon;69389;oui;33287,59;Commune;1997;oui;;;Piéton;;non;Fontaine;non;non;Non;Non;0;96;"[]";;
PAR-69381-01089;S8129;Jardin de la Grande Côte;1089;33;Montée de la Grande Côte;69001;Lyon;69381;oui;9156,82;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux-Fontaine;oui;non;Oui;Oui;0;97;"[]";;
PAR-69388-08254;S8401;Jardin de la Laïcité;8254;123;Rue Marius Berliet;69008;Lyon;69388;oui;1501,01;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;98;"[]";;
PAR-69388-08102;S8390;Jardin de Préssensé;8102;43;Av de Préssensé;69008;Lyon;69388;oui;9900,31;Commune;;oui;;;Piéton/Vélo;;non;Aire de jeux;oui;non;Non;Non;0;101;"[]";;
PAR-69386-06063;S8225;Jardin Garibaldi Europe;6063;128;Rue Garibaldi;69006;Lyon;69386;oui;6306,79;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;140;"[]";;
PAR-69382-02245;S8425;Jardin d'Erevan;2245;3;Allée André Mure;69002;Lyon;69382;oui;9085,84;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;oui;Aire de jeux;oui;non;Oui;Non;0;102;"[]";;
PAR-69389-59269;S8289;Jardin des 2 rivières;59269;75;Rue de Saint Cyr;69009;Lyon;69389;oui;1899,51;Commune;2000;non;;;Piéton;;non;;non;non;Oui;Non;0;103;"[]";;
PAR-69389-09062;S8277;Jardin des trois gouttes;9062;0;Place Maurice Bariod;69009;Lyon;69389;oui;5021,23;Commune;;oui;;;Piéton;;non;Aire de jeux-Espace Ludique;non;non;Oui;Oui;0;117;"[]";;
PAR-69386-56100;S8257;Jardin des 3 Renard;56100;71;Rue Bossuet;69006;Lyon;69386;oui;2221,55;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;104;"[]";;
PAR-69387-07307;S8207;Jardin des Abruzzes;7307;34;Rue Clément Marot;69007;Lyon;69387;oui;2073,41;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;105;"[]";;
PAR-69386-06050;S8222;Jardin des Charmettes;6050;119;Rue des Charmettes;69006;Lyon;69386;oui;592,04;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;non;non;Non;Non;0;106;"[]";;
PAR-69381-51148;S8193;Jardin des Plantes;51148;1;Rue Lucien Sportisse;69001;Lyon;69381;oui;12087,97;Commune;;non;;;Piéton;;oui;Fontaine;non;non;Oui;Oui;0;113;"[]";;
